n,agammaglobulinemia,-0.625
n,agamogenesis,-0.375
a,agamogenetic,-0.625
a,agamous,-0.625
n,agape,0.5
v,age,0.25
a,age-old,-0.125
a,aged,0.5
a,ageing,-0.25
n,ageism,0.125
a,ageless,0.25
n,agelessness,0.375
n,agenesia,-0.125
n,agenesis,-0.125
n,agent,0.5
n,agerasia,0.125
n,aggeus,-0.25
a,agglomerate,0.25
a,agglomerated,0.25
a,agglomerative,0.25
v,aggrandise,0.125
v,aggrandize,0.125
v,aggravate,-0.25
a,aggravated,-0.5
a,aggravating,-0.25
n,aggravation,-0.625
n,aggravator,-0.25
a,aggregate,0.25
a,aggregated,0.25
a,aggregative,0.25
v,aggress,-0.5
n,aggression,-0.5
a,aggressive,0.5
r,aggressively,0.5
n,aggressiveness,-0.5
v,aggrieve,-0.375
n,aggro,-0.375
v,aggroup,0.375
a,aghast,0.25
a,agile,0.375
r,agilely,0.5
a,aging,-0.25
n,agism,0.125
v,agitate,-0.25
a,agitated,-0.5
a,agitating,-0.625
n,agitation,-0.5
a,agitative,-0.625
n,aglaia,0.125
a,agleam,0.375
a,aglow,0.25
n,agnail,-0.25
n,agnatha,-0.25
n,agnathan,-0.5
v,agnise,0.375
v,agnize,0.375
n,agnosia,-0.5
a,agnostic,0.375
a,agnostical,0.375
n,agnosticism,0.25
a,agog,0.625
a,agonadal,-0.25
a,agonal,-0.25
v,agonise,-0.875
a,agonised,-0.75
a,agonising,-0.75
a,agonistic,-0.25
a,agonistical,-0.25
v,agonize,-0.875
a,agonized,-0.75
a,agonizing,-0.75
r,agonizingly,-0.125
n,agony,-0.625
a,agoraphobic,-0.75
a,agranulocytic,-0.25
n,agranulocytosis,-0.5
n,agranulosis,-0.5
n,agrapha,-0.5
v,agree,0.875
n,agreeability,0.75
a,agreeable,0.5
n,agreeableness,0.75
r,agreeably,0.375
n,agreement,0.125
a,agrestic,0.25
n,agribusiness,0.25
n,agriculture,0.25
n,agromania,-0.25
n,ague,0.375
a,aguish,-0.5
r,ahead,0.25
n,ahimsa,0.125
a,ahistorical,-0.375
n,ahriman,-0.5
n,ahura,0.375
n,aid,0.5
v,ail,-0.875
a,ailing,-0.625
n,ailment,-0.5
n,ailurophobia,0.125
n,ailurus,-0.375
v,aim,0.125
a,aimless,0.375
r,aimlessly,0.25
n,aimlessness,0.625
v,air,-0.125
a,air-dried,-0.125
a,air-dry,-0.625
a,air-filled,-0.25
v,air-slake,-0.5
a,air-tight,-0.75
a,aired,-0.125
n,airedale,-0.125
a,airheaded,-0.5
r,airily,0.25
a,airless,-0.25
n,airs,-0.375
n,airship,0.125
a,airsick,-0.5
n,airstrip,-0.25
a,airtight,-0.75
a,airworthy,0.125
a,airy,-0.625
a,ajar,-0.125
n,akaryocyte,-0.375
n,akaryote,-0.375
n,akeridae,-0.125
a,akin,0.25
n,akinesia,0.125
n,akinesis,0.125
n,alabaster,-0.25
a,alabastrine,0.125
a,alacritous,0.5
n,alacrity,0.375
n,alalia,-0.625
a,alar,-0.125
n,alarm,0.375
a,alarmed,-0.625
a,alarming,-0.5
r,alarmingly,0.5
n,alarmism,-0.125
n,alarmist,-0.125
a,alary,-0.125
r,alas,-0.875
n,albigensianism,0.5
a,albinal,-0.5
a,albinic,-0.5
n,albinism,-0.625
a,albinistic,-0.5
a,albinotic,-0.5
n,albion,0.25
n,albuginaceae,-0.25
n,albugo,-0.5
n,albuminuria,-0.5
a,alcalescent,-0.375
n,alcaptonuria,0.5
n,alchemist,0.125
a,alcohol-soluble,-0.125
v,alcoholise,-0.25
n,alcoholism,0.125
v,alcoholize,-0.25
n,aldactone,-0.25
a,aleatory,0.125
n,aleph-nought,-0.125
n,aleph-null,-0.125
n,aleph-zero,-0.125
a,alert,0.625
n,alerting,-0.125
r,alertly,0.25
n,alertness,0.625
n,aleve,-0.125
n,alexia,-0.5
n,alexic,-0.125
n,alga,-0.25
n,algae,-0.25
n,algebra,-0.125
r,algebraically,0.25
n,alger,0.125
n,algidity,0.75
a,algoid,0.25
n,algolagnia,-0.625
a,algolagnic,-0.125
n,algometry,-0.25
n,algophilia,-0.625
n,algophobia,-0.625
a,algophobic,-0.875
n,alibi,-0.25
n,alien,-0.75
n,alienage,-0.625
v,alienate,0.5
a,alienated,-0.625
a,alienating,-0.75
n,alienation,-0.625
n,alienator,-0.375
n,alienism,-0.625
n,alienist,-0.25
a,aliform,-0.125
v,align,-0.25
r,alike,0.5
n,alikeness,-0.25
a,alimental,0.25
a,alimentary,0.25
n,aliquant,-0.625
a,aliquot,0.125
a,alive,0.625
n,aliyah,0.5
n,alkalemia,-0.5
a,alkalescent,-0.375
a,alkaline-loving,-0.25
n,alkalosis,-0.25
a,alkalotic,0.25
n,alkaptonuria,0.5
r,all,0.5
a,all-devouring,-0.125
a,all-embracing,0.375
a,all-encompassing,0.375
r,all-fired,-0.25
a,all-important,0.75
a,all-inclusive,0.375
a,all-knowing,0.5
a,all-or-none,-0.25
a,all-or-nothing,-0.25
a,all-out,-0.25
a,all-powerful,0.125
a,all-purpose,-0.75
a,all-time,0.375
a,all-victorious,-0.5
a,all-weather,-0.25
a,allantoic,0.375
a,allantoid,0.125
a,allargando,0.25
n,allayer,0.125
n,allegation,0.5
a,alleged,-0.25
n,allegement,0.5
a,allegiant,0.125
r,allegorically,0.25
n,allegory,0.125
n,allegretto,-0.375
n,allegro,0.375
a,allergic,-0.625
n,allergy,-0.125
n,alleviant,-0.625
v,alleviate,0.375
a,alleviated,-0.75
n,alleviation,0.125
a,alleviative,-0.625
n,alleviator,-0.625
a,alleviatory,-0.625
n,alliaceae,-0.25
a,alliaceous,-0.375
v,alligator,-0.25
a,alligatored,-0.25
r,alliteratively,0.25
n,allocation,0.125
n,allomerism,-0.25
a,allometric,0.125
n,allopathy,0.25
n,allopurinol,-0.125
v,allot,0.125
n,allotment,0.125
a,allotropic,0.375
a,allotropical,0.375
v,allow,0.375
a,allowable,0.375
r,allowably,0.375
n,alloy,0.25
a,alloyed,-0.625
n,allure,0.25
n,allurement,0.5
a,alluring,0.5
a,allusive,0.375
n,allusiveness,0.375
n,ally,0.25
a,almighty,0.125
a,almond-eyed,0.25
a,almond-scented,-0.25
a,almond-shaped,0.125
n,alms,-0.5
n,alms-giving,-0.5
n,almsgiving,-0.5
n,aloeaceae,-0.5
n,aloes,0.125
r,aloft,0.125
a,alone,0.375
n,aloneness,-0.625
a,aloof,0.25
n,aloofness,0.625
n,alp,0.5
a,alpestrine,0.5
a,alpha,0.25
n,alpha-lipoprotein,0.25
n,alpinism,-0.5
n,alpinist,-0.5
r,already,0.125
r,alright,0.625
n,also-ran,-0.375
n,alstroemeriaceae,-0.25
n,altace,0.125
v,alter,-0.375
n,alterability,0.5
a,alterable,0.5
a,alterative,0.875
v,altercate,0.25
n,altercation,-0.5
a,altered,-0.125
n,altering,-0.125
a,alternate,0.125
a,alternative,0.125
a,altissimo,0.5
a,altitudinous,0.5
r,altogether,0.5
n,altruism,0.75
a,altruistic,0.875
r,altruistically,0.25
n,alumina,-0.125
n,alveolitis,-0.25
r,always,-0.25
n,alzheimer's,-0.125
n,alzheimers,-0.125
n,am,-0.125
r,amain,-0.25
a,amalgamative,-0.625
a,amaranthine,-0.25
n,amastia,-0.375
n,amateur,-0.625
a,amateurish,0.375
r,amateurishly,0.25
n,amateurishness,-0.25
n,amati,0.25
a,amative,0.75
n,amativeness,0.5
a,amatory,0.625
n,amaurosis,-0.375
a,amaurotic,-0.25
v,amaze,-0.25
a,amazed,0.75
n,amazement,-0.625
a,amazing,0.875
r,amazingly,0.125
n,amazon,0.125
n,ambages,-0.125
a,ambagious,0.375
n,ambassador,0.375
n,amberbell,-0.25
n,ambidexterity,0.125
a,ambidextrous,-0.5
n,ambidextrousness,0.125
a,ambient,0.375
n,ambiguity,0.25
a,ambiguous,-0.625
r,ambiguously,0.375
n,ambition,0.5
a,ambitionless,0.5
a,ambitious,0.5
r,ambitiously,0.375
n,ambitiousness,0.25
n,ambivalence,-0.375
n,ambivalency,-0.375
a,ambivalent,-0.625
n,ambiversion,-0.375
a,ambiversive,-0.25
v,amble,-0.125
a,ambrosial,0.75
a,ambrosian,0.75
v,ambulate,-0.625
n,ambuscade,-0.5
n,ambush,-0.5
n,amd,0.125
a,ameban,-0.125
n,amebiasis,-0.625
a,amebic,-0.125
n,amebiosis,-0.625
a,ameboid,-0.125
a,amebous,-0.125
n,amelia,-0.5
v,ameliorate,0.375
a,ameliorating,-0.5
n,amelioration,0.125
a,ameliorative,-0.5
a,amelioratory,-0.5
n,amenability,0.125
a,amenable,0.5
n,amenableness,0.125
v,amend,0.375
a,amendable,0.5
a,amended,0.5
n,amendment,-0.125
n,amends,-0.5
n,amenia,-0.625
n,amenity,0.625
n,amenorrhea,-0.625
n,amenorrhoea,-0.625
a,amentaceous,0.5
n,amentia,-0.375
a,amentiferous,0.5
n,amercement,-0.125
a,amerciable,-0.125
a,ametabolic,-0.25
a,ametabolous,-0.25
n,amethopterin,-0.625
a,amethyst,-0.125
a,amethystine,0.125
n,ametria,-0.5
n,ametropia,-0.25
a,ametropic,-0.25
n,amia,-0.125
n,amiability,0.875
a,amiable,0.75
n,amiableness,0.25
r,amiably,0.25
n,amicability,-0.625
a,amicable,0.875
n,amicableness,-0.625
r,amicably,0.25
n,amigo,0.25
n,amino,0.25
n,aminoaciduria,0.125
a,amiss,-0.75
n,amitosis,0.25
n,amity,-0.625
n,ammodytes,-0.125
n,ammonia,-0.25
v,ammoniate,-0.375
a,ammoniated,-0.25
v,ammonify,-0.125
n,ammonite,0.125
n,ammoniuria,-0.625
n,ammonoid,0.125
a,amnesiac,-0.5
a,amnesic,-0.5
n,amnesty,0.125
a,amnic,0.25
a,amnionic,0.25
a,amniotic,0.25
n,amobarbital,-0.5
a,amoeban,-0.125
n,amoebiasis,-0.625
a,amoebic,-0.125
n,amoebiosis,-0.625
a,amoeboid,-0.125
a,amoebous,-0.125
a,amok,-0.375
n,amoralism,0.625
n,amoralist,0.75
n,amorality,0.375
r,amorally,-0.625
n,amorist,0.375
a,amoristic,0.5
a,amorous,0.75
r,amorously,0.125
n,amorousness,0.625
a,amorphous,-0.625
a,amort,0.375
n,amount,-0.375
n,amour,0.375
n,amp,0.125
n,amphibolips,-0.625
n,amphipod,0.375
a,amphiprostylar,0.375
a,amphiprostyle,0.375
a,amphiprotic,0.5
n,amphisbaena,-0.125
n,amphisbaenia,-0.125
a,amphistylar,0.375
a,amphoteric,0.5
a,ample,0.125
n,ampleness,0.125
v,amplify,0.625
n,amplitude,-0.125
r,amply,0.375
n,ampulla,-0.5
n,amputation,-0.125
n,amrinone,0.125
a,amuck,-0.375
v,amuse,0.875
a,amused,-0.125
n,amusement,-0.5
a,amusing,0.5
r,amusingly,0.75
a,amusive,0.5
a,amygdaliform,0.125
a,amygdaline,0.25
a,amygdaloid,0.125
a,amygdaloidal,0.125
n,amyl,0.125
a,amylaceous,0.25
a,amyloid,0.25
a,amyloidal,0.25
n,amyloidosis,-0.75
n,amyotonia,-0.5
n,amyotrophia,0.125
n,amyotrophy,0.125
n,amyxia,-0.375
n,an,-0.125
a,anabolic,0.5
n,anacanthini,-0.5
n,anachronism,-0.375
r,anachronistically,0.25
n,anaclisis,0.375
a,anaclitic,0.125
n,anaemia,0.5
a,anaemic,-0.25
n,anaerobe,-0.625
a,anaerobic,-0.375
a,anaerobiotic,-0.375
n,anaesthesia,-0.25
a,anaesthetic,-0.75
n,anaesthetist,-0.125
n,anaglyph,-0.5
a,anagogic,-0.25
a,anagogical,-0.25
n,analbuminemia,-0.5
n,analgesia,-0.75
a,analgesic,0.5
a,analgetic,0.5
a,analogical,-0.5
a,analogous,-0.5
r,analogously,0.375
n,analphabet,-0.125
a,analphabetic,-0.125
n,analphabetism,-0.5
v,analyse,-0.125
a,analytic,0.125
a,analytical,0.125
a,analyzable,0.625
v,analyze,-0.125
a,analyzed,0.125
n,anamnesis,-0.125
n,anapaest,-0.125
a,anapaestic,-0.375
n,anapest,-0.125
a,anapestic,-0.375
n,anaphrodisia,-0.375
a,anaphrodisiac,0.625
n,anaplasty,0.125
n,anaprox,-0.125
n,anapsid,-0.5
n,anapurna,0.25
a,anarchic,-0.5
a,anarchical,-0.5
r,anarchically,0.25
a,anarchistic,-0.25
n,anarhichas,-0.125
n,anasa,-0.125
n,anasarca,-0.5
a,anasarcous,-0.75
n,anaspida,-0.25
a,anastigmatic,-0.25
v,anastomose,-0.375
n,anastylosis,-0.25
n,anathema,-0.125
v,anathematise,-0.25
v,anathematize,-0.25
v,anathemise,-0.5
v,anathemize,-0.5
r,anatomically,0.375
v,anatomize,0.375
n,anatomy,0.125
n,anatoxin,-0.75
a,anchoritic,0.375
n,anchylosis,-0.125
a,ancient,-0.125
n,ancientness,0.125
n,ancohuma,0.125
a,andante,0.125
n,androgyny,0.625
n,androsterone,0.125
a,ane,-0.25
a,anecdotal,0.375
a,anecdotic,0.375
a,anecdotical,0.375
a,anechoic,-0.625
n,anemia,0.5
a,anemic,-0.25
a,anencephalic,-0.5
a,anencephalous,-0.5
n,anergy,0.25
a,aneroid,-0.625
n,anesthesia,-0.25
n,anesthesiologist,-0.125
a,anesthetic,-0.75
n,anesthetist,-0.125
a,anestrous,-0.5
a,aneuploid,-0.5
n,aneuploidy,-0.25
n,aneurism,-0.375
n,aneurysm,-0.375
a,anfractuous,-0.25
n,angel,0.125
a,angelic,0.625
a,angelical,0.625
r,angelically,0.25
n,anger,-1
a,angered,0.25
n,angiitis,-0.25
n,angina,-0.75
a,anginal,-0.5
a,anginose,-0.5
a,anginous,-0.5
n,angioedema,-0.5
n,angiohemophilia,-0.25
n,angiopathy,-0.375
n,angioplasty,-0.125
v,angle,-0.375
n,anglewing,0.25
n,anglian,0.125
